ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23012,Подробнее о росте 7-9 месяцев - серьезное недоедание,"Внимание! У вашего ребенка серьезная нехватка веса в соотношении с ростом. Такая ситуация могла произойти в течение нескольких недель, поэтому подумайте о том, чтобы выяснить некоторые непосредственные причины, причинами могут быть: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в ближайшем окружении и тд. Обязательно обратитесь к педиатру, чтобы выявить причину и определить как компенсировать потерю веса.",7-9 months,Height for weight,below -3SD,"3406, 3351, 3346, 3371",1,published,
23013,Подробнее о росте 10-12 месяцев - серьезное недоедание,"Внимание! У вашего ребенка серьезная нехватка веса в соотношении с ростом. Такая ситуация могла произойти в течение нескольких недель, поэтому подумайте о том, чтобы выяснить некоторые непосредственные причины, причинами могут быть: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в ближайшем окружении и тд. Обязательно обратитесь к педиатру, чтобы выявить причину и определить как компенсировать потерю веса.",10-12 months,Height for weight,below -3SD,"3411, 3356, 3346",1,published,
23014,Подробнее о росте 13-24 месяца - серьезное  недоедание,"Внимание! У вашего ребенка серьезная нехватка веса в соотношении с ростом. Такая ситуация могла произойти в течение нескольких недель, поэтому подумайте о том, чтобы выяснить некоторые непосредственные причины, причинами могут быть: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в ближайшем окружении и тд. Обязательно обратитесь к педиатру, чтобы выявить причину и определить как компенсировать потерю веса.","13-18 months, 19-24 months",Height for weight,below -3SD,"3391, 3386, 3361, 3371",1,published,
23015,Подробнее о росте 25-60 месяцев - серьезное  недоедание,"Внимание! У вашего ребенка серьезная нехватка веса в соотношении с ростом. Такая ситуация могла произойти в течение нескольких недель, поэтому подумайте о том, чтобы выяснить некоторые непосредственные причины, причинами могут быть: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в ближайшем окружении и тд. Обязательно обратитесь к педиатру, чтобы выявить причину и определить как компенсировать потерю веса.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,below -3SD,"3396, 5891, 3366, 3371",1,published,
23016,Подробнее о росте в первые 6 месяцев - избыточный вес,"Внимание! Ваш ребенок имеет умеренный избыточный вес по отношению к росту. Избыточный вес может поставить под угрозу здоровье ребенка, поэтому подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменений в окружающей среде и тд.  Обязательно записывайтесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,between +2 and +3SD,"3401, 3341, 3346, 3376",1,published,
23017,Подробнее о росте 7-9 месяцев - избыточный вес,"Внимание! Ваш ребенок имеет умеренный избыточный вес по отношению к росту. Избыточный вес может поставить под угрозу здоровье ребенка, поэтому подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или окружающей среде и тд.  Обязательно записывайтесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.",7-9 months,Height for weight,between +2 and +3SD,"3406, 3351, 3346, 3376",1,published,
23018,Подробнее о росте 10-12 месяцев - избыточный вес,"Внимание! Ваш ребенок имеет умеренный избыточный вес по отношению к росту. Избыточный вес может поставить под угрозу здоровье ребенка, поэтому подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или окружающей среде и тд.  Обязательно записывайтесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.",10-12 months,Height for weight,between +2 and +3SD,"3411, 3356, 3346, 3376",1,published,
23019,Подробнее о росте 13-24 месяца - избыточный вес,"Внимание! Ваш ребенок имеет умеренный избыточный вес по отношению к росту. Избыточный вес может поставить под угрозу здоровье ребенка, поэтому подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или окружающей среде и тд.  Обязательно записывайтесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.","13-18 months, 19-24 months",Height for weight,between +2 and +3SD,"3391, 3386, 3361, 3381",1,published,
23020,Подробнее о росте 25-60 месяцев - избыточный вес,"Внимание! Ваш ребенок имеет умеренный избыточный вес по отношению к росту. Избыточный вес может поставить под угрозу здоровье ребенка, поэтому подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или окружающей среде и тд.  Обязательно записывайтесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Подробнее о росте в первые 6 месяцев - ожирение,"Для ребенка в возрасте 0-6 месяцев, находящегося на исключительно грудном вскармливании, риск избыточного веса отсутствует или минимален. Доказано и научно подтверждено, что грудное вскармливание, особенно продолжительное - не менее 12 месяцев, защищает ребенка от ожирения в более позднем детстве и в зрелом возрасте.                                                                                                                   Для малышей, находящихся на искусственном питании, всегда существует опасность ожирения. Для детей с избыточным весом или ожирением может быть полезен совет детского врача. Никогда не отказывайте ребенку в еде, чтобы вызвать потерю веса. Чтобы расти и развиваться должным образом, малышам необходимо правильное питание, исключительно грудное вскармливание в течение первых 6 месяцев жизни. Для младенцев, находящихся на искусственном вскармливании, убедитесь, что вы правильно следуете инструкциям по приготовлению молочной смеси (правильное количество воды и порошка), и следуйте инструкциям по количеству кормлений, в том числе по количеству кормлений в день.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,Подробнее о росте 7-9 месяцев - избыточный вес,"Срочное внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса в соотношении с ростом. Такой вес может серьезно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в ближайшем окружении и тд. Обязательно запланируйте визит к педиатру для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста ребенка!",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,Подробнее о росте 10-12 месяцев - избыточный вес,"Срочное внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса в соотношении с ростом. Такой вес может серьезно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в ближайшем окружении и тд. Обязательно запланируйте визит к педиатру для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста ребенка!",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,Подробнее о росте 13-24 месяца - избыточный вес,"Срочное внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса в соотношении с ростом. Такой вес может серьезно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в ближайшем окружении и тд. Обязательно запланируйте визит к педиатру для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста ребенка!","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,Подробнее о росте 25-60 месяцев - избыточный вес,"Срочное внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса в соотношении с ростом. Такой вес может серьезно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: избыточное потребление высококалорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в ближайшем окружении и тд. Обязательно запланируйте визит к педиатру для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста ребенка!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Подробнее о росте в первые 6 месяцев - типичный рост для возраста,"Браво! Ваш ребенок растет в длину в соответствии или немного выше диапазона, ожидаемого для его возраста и пола. Продолжайте следовать рекомендациям о хорошей практики питания, физической активности и сне и следите за ростом вашего ребенка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to +3SD,"3401, 3341, 3346",1,published,
23027,Подробнее о росте 7-9 месяцев - типичный рост для возраста,"Браво! Ваш ребенок растет в длину в соответствии или немного выше диапазона, ожидаемого для его возраста и пола. Продолжайте следовать рекомендациям о хорошей практики питания, физической активности и сне и следите за ростом вашего ребенка.",7-9 months,Height for age,between -2SD to +3SD,"3406, 3351, 3346",1,published,
23028,Подробнее о росте 10-12 месяцев - типичный рост для возраста,"Браво! Ваш ребенок растет в длину в соответствии или немного выше диапазона, ожидаемого для его возраста и пола. Продолжайте следовать рекомендациям о хорошей практики питания, физической активности и сне и следите за ростом вашего ребенка.",10-12 months,Height for age,between -2SD to +3SD,"3411, 3356, 3346",1,published,
23029,Подробнее о росте 13-24 месяца - типичный рост для возраста,"Браво! Ваш ребенок растет в длину в соответствии или немного выше диапазона, ожидаемого для его возраста и пола. Продолжайте следовать рекомендациям о хорошей практики питания, физической активности и сне и следите за ростом вашего ребенка.","13-18 months, 19-24 months",Height for age,between -2SD to +3SD,"3391, 3386, 3361",1,published,
23030,Подробнее о росте 25-72 месяца - типичный рост для возраста,"Браво! Ваш ребенок растет в длину в соответствии или немного выше диапазона, ожидаемого для его возраста и пола. Продолжайте следовать рекомендациям о хорошей практики питания, физической активности и сне и следите за ростом вашего ребенка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to +3SD,"3396, 5891, 3366 ",1,published,
23031,Подробнее о росте в первые 6 месяцев - умеренная задержка роста,"Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,Подробнее о росте 7-9 месяцев - умеренная задержка роста,"Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.",7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,Подробнее о росте 10-12 месяцев - умеренная задержка роста,"Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.",10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,Подробнее о росте 13-24 месяца - умеренная задержка роста,"Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.","13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,Подробнее о росте 25-60 месяцев - умеренная задержка роста,"Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Подробнее о росте в первые 6 месяцев - сильная задержка роста,"Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом ребенка!","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
23037,Подробнее о росте 7-9 месяцев - сильная задержка роста,"Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом ребенка!",7-9 months,Height for age,below -3SD,"3406, 3351, 3346, 3606",1,published,
23038,Подробнее о росте 10-12 месяцев - сильная задержка роста,"Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом ребенка!",10-12 months,Height for age,below -3SD,"3411, 3356, 3346, 3606",1,published,
23039,Подробнее о росте 13-24 месяца - сильная задержка роста,"Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом ребенка!","13-18 months, 19-24 months",Height for age,below -3SD,"3391, 3386, 3361, 3606",1,published,
23040,Подробнее о росте 25-60 месяцев - сильная задержка роста,"Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом ребенка!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -3SD,"3396, 5891, 3366, 3606",1,published,
23041,Подробнее о росте в первые 6 месяцев - длина / рост выше среднего для возраста,"Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,above +3SD,"3401, 3341, 3346",1,published,
23042,Подробнее о росте 7-9 месяцев - длина / рост выше среднего для возраста,"Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.",7-9 months,Height for age,above +3SD,"3406, 3351, 3346",1,published,
23043,Подробнее о росте 10–12 месяцев - длина / рост выше среднего для возраста,"Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.",10-12 months,Height for age,above +3SD,"3411, 3356, 3346",1,published,
23044,Подробнее о росте 13-24 месяцев - длина тела / рост выше среднего для возраста,"Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.","13-18 months, 19-24 months",Height for age,above +3SD,"3391, 3386, 3361",1,published,
23045,Подробнее о росте 25-60 месяцев - длина / рост выше среднего для возраста,"Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,above +3SD,"3396, 5891, 3366",1,published,
